price_time_stamp,currency,loc_name,city,review_count,state,zip_code_searched,latitude,product_name,payment_type,DATE_SCRAPED,phone,price_current,country,longitude,address_1,address_2,overall_rating
##########,USD,ARCO,Los Angeles,98,CA,90004,34.098328,Regular,Cash,2022-04-18T05:01:52+8:00,323-663-6642,5.69,USA,-118.29865,5007 W Sunset Blvd,N Alexandria Ave,4
##########,USD,Mobil,Los Angeles,11,CA,90004,34.0837167,Regular,Credit,2022-04-18T05:01:52+8:00,323-939-5209,6.29,USA,-118.33891,6601 Melrose Ave,N Highland Ave,4.2
##########,USD,Shell,Los Angeles,21,CA,90004,34.0952364,Regular,Credit,2022-04-18T05:01:52+8:00,323-661-0578,6.17,USA,-118.29147,1270 N Vermont Ave,Fountain Ave,3.8
##########,USD,Shell,Los Angeles,21,CA,90004,34.0952364,Regular,Cash,2022-04-18T05:01:52+8:00,323-661-0578,6.07,USA,-118.29147,1270 N Vermont Ave,Fountain Ave,3.8
##########,USD,76,Los Angeles,58,CA,90004,34.0905152,Regular,Credit,2022-04-18T05:01:53+8:00,323-465-0108,5.89,USA,-118.336,6678 Santa Monica Blvd,N Las Palmas Ave,4.1
##########,USD,76,Los Angeles,58,CA,90004,34.0905152,Regular,Cash,2022-04-18T05:01:53+8:00,323-465-0108,5.79,USA,-118.336,6678 Santa Monica Blvd,N Las Palmas Ave,4.1
##########,USD,Mobil,Los Angeles,29,CA,90004,34.0783283,Regular,Credit,2022-04-18T05:01:53+8:00,213-484-9595,6.79,USA,-118.27956,515 Silver Lake Blvd,Bellevue Ave,3
##########,USD,Chevron,Los Angeles,25,CA,90004,34.0759034,Regular,Credit,2022-04-18T05:01:53+8:00,323-930-0707,6.39,USA,-118.34377,7020 Beverly Blvd,N La Brea Ave,4.1
##########,USD,Mobil,Los Angeles,24,CA,90004,34.0904652,Regular,Credit,2022-04-18T05:01:53+8:00,323-469-2384,6.29,USA,-118.33902,1051 N Highland Ave,Santa Monica Blvd,4
##########,USD,Chevron,Los Angeles,30,CA,90004,34.0765123,Regular,Credit,2022-04-18T05:01:53+8:00,323-939-6244,6.39,USA,-118.34428,307 N La Brea Ave,Beverly Blvd,4.2
##########,USD,Shell,Los Angeles,97,CA,90004,34.0469132,Regular,Credit,2022-04-18T05:01:54+8:00,323-735-8567,5.79,USA,-118.30941,1303 S Western Ave,W Pico Blvd,2.4
##########,USD,Shell,Los Angeles,97,CA,90004,34.0469132,Regular,Cash,2022-04-18T05:01:54+8:00,323-735-8567,6.09,USA,-118.30941,1303 S Western Ave,W Pico Blvd,2.4
##########,USD,Mobil,Los Angeles,49,CA,90004,34.0723509,Regular,Credit,2022-04-18T05:01:54+8:00, 213-382-3362,5.99,USA,-118.27526,2608 W Temple St,N Rampart Blvd,3.4
##########,USD,76,Los Angeles,32,CA,90004,34.0647507,Regular,Credit,2022-04-18T05:01:54+8:00,323-938-3286,6.49,USA,-118.34438,5436 W 6th St,S La Brea Ave,3.5
##########,USD,ARCO,Los Angeles,58,CA,90004,34.0447389,Regular,Credit,2022-04-18T05:01:54+8:00,323-733-2202,5.65,USA,-118.32799,4169 Venice Blvd,Crenshaw Blvd,3.7
##########,USD,ARCO,Los Angeles,520,CA,90004,34.0574572,Regular,Credit,2022-04-18T05:01:55+8:00,323-934-6009,5.79,USA,-118.3462,5301 W Olympic Blvd,La Brea Ave,3.6
##########,USD,ARCO,Los Angeles,520,CA,90004,34.0574572,Regular,Cash,2022-04-18T05:01:55+8:00,323-934-6009,5.69,USA,-118.3462,5301 W Olympic Blvd,La Brea Ave,3.6
##########,USD,Chevron,Los Angeles,97,CA,90004,34.0666864,Regular,Credit,2022-04-18T05:01:55+8:00,213-484-4959,5.92,USA,-118.26989,2041 W Beverly Blvd,N Alvarado St,3.7
##########,USD,Chevron,Los Angeles,97,CA,90004,34.0666864,Regular,Cash,2022-04-18T05:01:55+8:00,213-484-4959,5.79,USA,-118.26989,2041 W Beverly Blvd,N Alvarado St,3.7
##########,USD,Mobil,Los Angeles,70,CA,90004,34.0518189,Regular,Credit,2022-04-18T05:01:55+8:00,213-387-5604,5.89,USA,-118.27937,958 S Alvarado St,W Olympic Blvd,3.2
##########,USD,Mobil,Los Angeles,70,CA,90004,34.0518189,Regular,Cash,2022-04-18T05:01:55+8:00,213-387-5604,5.79,USA,-118.27937,958 S Alvarado St,W Olympic Blvd,3.2
##########,USD,ARCO,Los Angeles,160,CA,90004,34.0702127,Regular,Credit,2022-04-18T05:01:55+8:00,213-483-2495,5.63,USA,-118.26849,2106 W Temple St,N Alvarado St,3.4
##########,USD,Speedway Express,Los Angeles,130,CA,90004,34.048645,Regular,Credit,2022-04-18T05:01:55+8:00,213-385-4979,5.69,USA,-118.28205,1205 S Alvarado St,W 12th St,3.7
##########,USD,Shell,Los Angeles,41,CA,90004,34.0704269,Regular,Credit,2022-04-18T05:01:55+8:00,213-483-2127,6.29,USA,-118.26753,400 N Alvarado St,W Temple St,3.3
##########,USD,Shell,Los Angeles,41,CA,90004,34.0704269,Regular,Cash,2022-04-18T05:01:55+8:00,213-483-2127,5.99,USA,-118.26753,400 N Alvarado St,W Temple St,3.3
##########,USD,Chevron,Los Angeles,105,CA,90004,34.0395126,Regular,Credit,2022-04-18T05:01:55+8:00,323-731-8098,5.87,USA,-118.31794,1907 S Arlington Ave,W Washington Blvd,3.4
##########,USD,Chevron,Los Angeles,105,CA,90004,34.0395126,Regular,Cash,2022-04-18T05:01:55+8:00,323-731-8098,5.69,USA,-118.31794,1907 S Arlington Ave,W Washington Blvd,3.4
##########,USD,Shell,Los Angeles,47,CA,90004,34.039738,Regular,Credit,2022-04-18T05:01:56+8:00,323-731-1390,5.85,USA,-118.30064,1904 W Washington Blvd,S Normandie Ave,4.5
##########,USD,Chevron,Los Angeles,35,CA,90004,34.1108877,Regular,Credit,2022-04-18T05:01:56+8:00,323-664-2608,6.39,USA,-118.29159,2134 N Vermont Ave,Los Feliz Blvd,4.5
##########,USD,Chevron,Los Angeles,35,CA,90004,34.1108877,Regular,Cash,2022-04-18T05:01:56+8:00,323-664-2608,6.19,USA,-118.29159,2134 N Vermont Ave,Los Feliz Blvd,4.5
##########,USD,76,Los Angeles,87,CA,90004,34.0373244,Regular,Credit,2022-04-18T05:01:56+8:00,323-737-6598,5.79,USA,-118.31803,2121 Arlington Ave,I-10,3.5
##########,USD,76,Los Angeles,87,CA,90004,34.0373244,Regular,Cash,2022-04-18T05:01:56+8:00,323-737-6598,5.64,USA,-118.31803,2121 Arlington Ave,I-10,3.5
##########,USD,United Oil,Los Angeles,369,CA,90004,34.0482081,Regular,Credit,2022-04-18T05:01:56+8:00,323-939-6964,5.49,USA,-118.34417,4931 W Pico Blvd,S La Brea Ave,3.5
##########,USD,United Oil,Los Angeles,369,CA,90004,34.0482081,Regular,Cash,2022-04-18T05:01:56+8:00,323-939-6964,5.39,USA,-118.34417,4931 W Pico Blvd,S La Brea Ave,3.5
##########,USD,76,Los Angeles,36,CA,90004,34.0779285,Regular,Credit,2022-04-18T05:01:56+8:00,213-484-9918,6.69,USA,-118.2629,2035 W Sunset Blvd,N Alvarado St,3.1
##########,USD,76,Los Angeles,36,CA,90004,34.0779285,Regular,Cash,2022-04-18T05:01:56+8:00,213-484-9918,6.59,USA,-118.2629,2035 W Sunset Blvd,N Alvarado St,3.1
##########,USD,76,Los Angeles,31,CA,90004,34.0763611,Regular,Credit,2022-04-18T05:01:56+8:00,323-936-1879,5.79,USA,-118.35867,7751 Beverly Blvd,N Genesee Ave,3.5
##########,USD,76,Los Angeles,224,CA,90004,34.049153,Regular,Credit,2022-04-18T05:01:56+8:00,213-387-6839,5.87,USA,-118.27478,1600 W Olympic Blvd,S Union Ave,3.7
##########,USD,76,Los Angeles,224,CA,90004,34.049153,Regular,Cash,2022-04-18T05:01:56+8:00,213-387-6839,5.72,USA,-118.27478,1600 W Olympic Blvd,S Union Ave,3.7
##########,USD,Mobil,Los Angeles,22,CA,90004,34.0395114,Regular,Credit,2022-04-18T05:01:56+8:00,323-735-0418,6.39,USA,-118.33166,1925 Crenshaw Blvd,W Washington Blvd,3.3
##########,USD,76,Los Angeles,114,CA,90004,34.1116635,Regular,Credit,2022-04-18T05:01:56+8:00,323-666-2386,5.87,USA,-118.2871,4456 Los Feliz Blvd,Hillhurst Ave,4.3
##########,USD,76,Los Angeles,114,CA,90004,34.1116635,Regular,Cash,2022-04-18T05:01:56+8:00,323-666-2386,5.72,USA,-118.2871,4456 Los Feliz Blvd,Hillhurst Ave,4.3
##########,USD,ARCO,Los Angeles,19,CA,90004,34.0357343,Regular,Credit,2022-04-18T05:01:57+8:00,323-731-4801,5.65,USA,-118.30052,2217 S Normandie Ave,W 23rd St,3.4
##########,USD,Sinclair,Los Angeles,235,CA,90004,34.0463991,Regular,Credit,2022-04-18T05:01:57+8:00,323-933-5122,5.55,USA,-118.34548,1515 S La Brea Ave,Venice Blvd,3.8
##########,USD,Sinclair,Los Angeles,235,CA,90004,34.0463991,Regular,Cash,2022-04-18T05:01:57+8:00,323-933-5122,5.45,USA,-118.34548,1515 S La Brea Ave,Venice Blvd,3.8
##########,USD,Chevron,Los Angeles,35,CA,90004,34.0684572,Regular,Credit,2022-04-18T05:01:57+8:00,213-483-7139,6.09,USA,-118.26124,501 Glendale Blvd,W Temple St,4.3
##########,USD,76,Los Angeles,55,CA,90004,34.081961,Regular,Credit,2022-04-18T05:01:57+8:00,213-484-0148,5.77,USA,-118.26049,1465 Glendale Blvd,Scott Ave,3.5
##########,USD,76,Los Angeles,55,CA,90004,34.081961,Regular,Cash,2022-04-18T05:01:57+8:00,213-484-0148,5.67,USA,-118.26049,1465 Glendale Blvd,Scott Ave,3.5
##########,USD,Shell,Los Angeles,56,CA,90004,34.0758923,Regular,Credit,2022-04-18T05:01:57+8:00,323-935-2322,5.75,USA,-118.36166,7900 Beverly Blvd,Fairfax Ave,4.5
##########,USD,76,Los Angeles,173,CA,90004,34.084027,Regular,Credit,2022-04-18T05:01:57+8:00,323-655-5377,5.79,USA,-118.36087,7861 Melrose Ave,N Orange Grove Ave,4.1
##########,USD,76,Los Angeles,173,CA,90004,34.084027,Regular,Cash,2022-04-18T05:01:57+8:00,323-655-5377,5.69,USA,-118.36087,7861 Melrose Ave,N Orange Grove Ave,4.1
##########,USD,ARCO,Los Angeles,108,CA,90004,34.083951,Regular,Credit,2022-04-18T05:01:57+8:00,213-483-3075 ,5.59,USA,-118.26043,1605 Glendale Blvd,Berkeley Ave,4.1
##########,USD,ARCO,Los Angeles,108,CA,90004,34.083951,Regular,Cash,2022-04-18T05:01:57+8:00,213-483-3075 ,5.49,USA,-118.26043,1605 Glendale Blvd,Berkeley Ave,4.1
##########,USD,76,Los Angeles,106,CA,90004,34.0558228,Regular,Credit,2022-04-18T05:01:57+8:00,213-482-5075,5.99,USA,-118.26586,1307 W 6th St,Witmer St,3.4
##########,USD,Chevron,Los Angeles,97,CA,90004,34.0357396,Regular,Credit,2022-04-18T05:01:57+8:00,323-730-1563,5.79,USA,-118.29129,2202 S Vermont Ave,W 22nd St,4.3
##########,USD,76,Los Angeles,15,CA,90004,34.1068211,Regular,Credit,2022-04-18T05:01:57+8:00,323-667-1865,6.49,USA,-118.27268,2635 Hyperion Ave,Griffith Park Blvd,3.7
##########,USD,Shell,Los Angeles,41,CA,90005,34.0329434,Regular,Credit,2022-04-18T05:01:59+8:00,,5.85,USA,-118.30002,1691 W Adams Blvd,Normandie Ave,3.7
##########,USD,Shell,Los Angeles,41,CA,90005,34.0329434,Regular,Cash,2022-04-18T05:01:59+8:00,,5.75,USA,-118.30002,1691 W Adams Blvd,Normandie Ave,3.7
##########,USD,Adamâ€™s Fuel,Los Angeles,117,CA,90005,34.032351,Regular,Credit,2022-04-18T05:01:59+8:00,323-766-9346,5.75,USA,-118.30046,2603 S Normandie Ave,W Adams Blvd,2.8
##########,USD,Mobil,Los Angeles,51,CA,90005,34.0385246,Regular,Cash,2022-04-18T05:01:59+8:00,213-749-3738,5.79,USA,-118.28374,1940 S Hoover St,W 20th St,4
##########,USD,76,Los Angeles,75,CA,90005,34.0330111,Regular,Credit,2022-04-18T05:02:00+8:00,323-731-6120,5.85,USA,-118.2918,1403 W Adams Blvd,S Vermont Ave,4.6
##########,USD,76,Los Angeles,75,CA,90005,34.0330111,Regular,Cash,2022-04-18T05:02:00+8:00,323-731-6120,5.75,USA,-118.2918,1403 W Adams Blvd,S Vermont Ave,4.6
##########,USD,ARCO,Los Angeles,318,CA,90005,34.035502,Regular,Credit,2022-04-18T05:02:00+8:00,,5.63,USA,-118.28425,1208 W 22nd St,Hoover St,3.9
##########,USD,Shell,Los Angeles,39,CA,90005,34.0461601,Regular,Credit,2022-04-18T05:02:00+8:00,213-748-2121,6.09,USA,-118.27109,1045 Blaine St,W 11th St,3.7
##########,USD,Chevron,Los Angeles,24,CA,90005,34.03289,Regular,Credit,2022-04-18T05:02:00+8:00,323-735-8487,5.79,USA,-118.33447,2538 Crenshaw Blvd,W Adams Blvd,4
##########,USD,76,Los Angeles,20,CA,90005,34.0328544,Regular,Credit,2022-04-18T05:02:00+8:00,323-789-6000,5.89,USA,-118.33518,2545 Crenshaw Blvd,W Adams Blvd,3.1
##########,USD,76,Los Angeles,20,CA,90005,34.0328544,Regular,Cash,2022-04-18T05:02:00+8:00,323-789-6000,5.69,USA,-118.33518,2545 Crenshaw Blvd,W Adams Blvd,3.1
##########,USD,Mobil,Los Angeles,30,CA,90005,34.0322521,Regular,Credit,2022-04-18T05:02:00+8:00, 323-734-3269,5.84,USA,-118.33465,4380 W Adams Blvd,Crenshaw Blvd,3.5
##########,USD,Mobil,Los Angeles,30,CA,90005,34.0322521,Regular,Cash,2022-04-18T05:02:00+8:00, 323-734-3269,5.77,USA,-118.33465,4380 W Adams Blvd,Crenshaw Blvd,3.5
##########,USD,Chevron,Los Angeles,45,CA,90005,34.034506,Regular,Credit,2022-04-18T05:02:00+8:00,213-741-0875,5.99,USA,-118.27153,525 W Washington Blvd,S Figueroa St,4.3
##########,USD,Chevron,Los Angeles,45,CA,90005,34.034506,Regular,Cash,2022-04-18T05:02:00+8:00,213-741-0875,5.99,USA,-118.27153,525 W Washington Blvd,S Figueroa St,4.3
##########,USD,Mobil,Los Angeles,66,CA,90005,34.0276864,Regular,Credit,2022-04-18T05:02:00+8:00,213-746-1612,5.79,USA,-118.27592,2620 S Figueroa St,W Adams Blvd,3.6
##########,USD,ARCO,Los Angeles,71,CA,90005,34.0253755,Regular,Credit,2022-04-18T05:02:00+8:00,323-734-4824,5.45,USA,-118.33466,3412 Crenshaw Blvd,W Jefferson Blvd,3.4
##########,USD,Chevron,Los Angeles,38,CA,90005,34.0258235,Regular,Credit,2022-04-18T05:02:00+8:00,800-403-6142,5.89,USA,-118.33544,3063 Crenshaw Blvd,W Jefferson Blvd,3.6
##########,USD,Chevron,Los Angeles,38,CA,90005,34.0258235,Regular,Cash,2022-04-18T05:02:00+8:00,800-403-6142,5.79,USA,-118.33544,3063 Crenshaw Blvd,W Jefferson Blvd,3.6
##########,USD,Shell,Los Angeles,92,CA,90005,34.0430409,Regular,Credit,2022-04-18T05:02:01+8:00,213-748-5687,6.39,USA,-118.26108,504 W Olympic Blvd,S Grand Ave,3.3
##########,USD,Shell,Los Angeles,92,CA,90005,34.0430409,Regular,Cash,2022-04-18T05:02:01+8:00,213-748-5687,6.09,USA,-118.26108,504 W Olympic Blvd,S Grand Ave,3.3
##########,USD,Shell,Los Angeles,76,CA,90005,34.041055,Regular,Credit,2022-04-18T05:02:01+8:00,323-934-0263,5.89,USA,-118.35331,5164 W Washington Blvd,S Redondo Blvd,2.5
##########,USD,Shell,Los Angeles,76,CA,90005,34.041055,Regular,Cash,2022-04-18T05:02:01+8:00,323-934-0263,5.79,USA,-118.35331,5164 W Washington Blvd,S Redondo Blvd,2.5
##########,USD,Valero,Los Angeles,59,CA,90005,34.035637,Regular,Credit,2022-04-18T05:02:01+8:00,323-935-8592,5.89,USA,-118.34982,2339 S La Brea Ave,W 23rd St,3.1
##########,USD,Valero,Los Angeles,59,CA,90005,34.035637,Regular,Cash,2022-04-18T05:02:01+8:00,323-935-8592,5.69,USA,-118.34982,2339 S La Brea Ave,W 23rd St,3.1
##########,USD,ARCO,Los Angeles,134,CA,90005,34.0178726,Regular,Credit,2022-04-18T05:02:01+8:00,323-283-8483,5.69,USA,-118.29176,3775 S Vermont Ave,Exposition Blvd,3.9
##########,USD,ARCO,Los Angeles,134,CA,90005,34.0178726,Regular,Cash,2022-04-18T05:02:01+8:00,323-283-8483,5.59,USA,-118.29176,3775 S Vermont Ave,Exposition Blvd,3.9
##########,USD,Shell,Los Angeles,59,CA,90005,34.0216897,Regular,Credit,2022-04-18T05:02:01+8:00,323-292-2141,5.79,USA,-118.33548,3645 Crenshaw Blvd,Rodeo Rd,2.9
##########,USD,Shell,Los Angeles,59,CA,90005,34.0216897,Regular,Cash,2022-04-18T05:02:01+8:00,323-292-2141,5.79,USA,-118.33548,3645 Crenshaw Blvd,Rodeo Rd,2.9
##########,USD,Chevron,Los Angeles,10,CA,90005,34.0328544,Regular,Credit,2022-04-18T05:02:01+8:00,323-932-1765,5.79,USA,-118.35042,2546 S La Brea Ave,W Adams Blvd,3.5
##########,USD,Shell,Los Angeles,88,CA,90005,34.0438072,Regular,Credit,2022-04-18T05:02:01+8:00,323-931-7327,5.67,USA,-118.35814,5420 W Venice Blvd,Hauser Blvd,4.2
##########,USD,Shell,Los Angeles,88,CA,90005,34.0438072,Regular,Cash,2022-04-18T05:02:01+8:00,323-931-7327,5.67,USA,-118.35814,5420 W Venice Blvd,Hauser Blvd,4.2
##########,USD,ARCO,Los Angeles,31,CA,90006,34.0111094,Regular,Credit,2022-04-18T05:02:04+8:00,323-291-4093,5.75,USA,-118.29984,1355 W Martin Luther King Jr Blvd,S Normandie Ave,3.7
##########,USD,King Jr Gas & Mart,Los Angeles,35,CA,90006,34.0110738,Regular,Credit,2022-04-18T05:02:04+8:00,323-293-2211,5.59,USA,-118.30429,1515 W Martin Luther King Jr Blvd,Denker Ave,3.1
##########,USD,King Jr Gas & Mart,Los Angeles,35,CA,90006,34.0110738,Regular,Cash,2022-04-18T05:02:04+8:00,323-293-2211,5.49,USA,-118.30429,1515 W Martin Luther King Jr Blvd,Denker Ave,3.1
##########,USD,American Gas,Los Angeles,42,CA,90006,34.010628,Regular,Credit,2022-04-18T05:02:04+8:00,323-295-1668,5.59,USA,-118.30051,1404 W Martin Luther King Jr Blvd,S Normandie Ave,2.9
##########,USD,American Gas,Los Angeles,42,CA,90006,34.010628,Regular,Cash,2022-04-18T05:02:04+8:00,323-295-1668,5.49,USA,-118.30051,1404 W Martin Luther King Jr Blvd,S Normandie Ave,2.9
##########,USD,United Oil,Los Angeles,177,CA,90006,34.0755369,Regular,Credit,2022-04-18T05:02:04+8:00,213-481-0019,5.53,USA,-118.254,1467 W Sunset Blvd,Portia St,4.3
##########,USD,Shell,Los Angeles,7,CA,90006,34.0267271,Regular,Credit,2022-04-18T05:02:04+8:00,213-748-0663,5.9,USA,-118.24879,1541 S Central Ave,E 16th St,3.5
##########,USD,Valero,Los Angeles,196,CA,90006,34.0412162,Regular,Credit,2022-04-18T05:02:04+8:00,213-626-1250,5.58,USA,-118.23798,500 S Alameda St,E 5th St,2.9
##########,USD,Valero,Los Angeles,196,CA,90006,34.0412162,Regular,Cash,2022-04-18T05:02:04+8:00,213-626-1250,5.39,USA,-118.23798,500 S Alameda St,E 5th St,2.9
##########,USD,76,Los Angeles,63,CA,90007,34.0271972,Regular,Credit,2022-04-18T05:02:07+8:00,213-627-5008,5.59,USA,-118.23875,1800 E Olympic Blvd,S Alameda St,4
##########,USD,Shell,Los Angeles,19,CA,90007,34.0259179,Regular,Credit,2022-04-18T05:02:07+8:00,213-623-3413,5.99,USA,-118.22966,1520 S Santa Fe Ave,E Olympic Blvd,3.7
##########,USD,Valero,Los Angeles,31,CA,90007,34.0147957,Regular,Credit,2022-04-18T05:02:07+8:00,323-296-0324,5.84,USA,-118.34219,3950 W Martin Luther King Jr Blvd,Buckingham Rd,3.2
##########,USD,Valero,Los Angeles,31,CA,90007,34.0147957,Regular,Cash,2022-04-18T05:02:07+8:00,323-296-0324,5.69,USA,-118.34219,3950 W Martin Luther King Jr Blvd,Buckingham Rd,3.2
##########,USD,Chevron,Los Angeles,113,CA,90007,34.058457,Regular,Credit,2022-04-18T05:02:07+8:00,213-680-1222,7.23,USA,-118.23725,901 N Alameda St,N Main St,2.6
##########,USD,Chevron,Los Angeles,35,CA,90008,34.0186796,Regular,Credit,2022-04-18T05:02:09+8:00,800-403-6142,5.89,USA,-118.35523,3742 S La Brea Ave,Coliseum St,3.2
##########,USD,Chevron,Los Angeles,35,CA,90008,34.0186796,Regular,Cash,2022-04-18T05:02:09+8:00,800-403-6142,5.79,USA,-118.35523,3742 S La Brea Ave,Coliseum St,3.2
##########,USD,76,Los Angeles,130,CA,90008,34.0252711,Regular,Credit,2022-04-18T05:02:10+8:00,323-935-2089,5.75,USA,-118.35526,5100 W Jefferson Blvd,S La Brea Ave,3.7
##########,USD,76,Los Angeles,130,CA,90008,34.0252711,Regular,Cash,2022-04-18T05:02:10+8:00,323-935-2089,5.55,USA,-118.35526,5100 W Jefferson Blvd,S La Brea Ave,3.7
##########,USD,Chevron,Los Angeles,80,CA,90008,33.9887517,Regular,Credit,2022-04-18T05:02:10+8:00,323-293-4374,5.89,USA,-118.33805,3708 W Slauson Ave,Deane Ave,3.9
##########,USD,Sinclair,Los Angeles,34,CA,90008,33.9888484,Regular,Credit,2022-04-18T05:02:10+8:00,323-292-8356,5.99,USA,-118.35814,4661 W Slauson Ave,S La Brea Ave,3.8
##########,USD,Sinclair,Los Angeles,34,CA,90008,33.9888484,Regular,Cash,2022-04-18T05:02:10+8:00,323-292-8356,5.89,USA,-118.35814,4661 W Slauson Ave,S La Brea Ave,3.8
##########,USD,La Brea Gas,Los Angeles,110,CA,90008,33.9887806,Regular,Credit,2022-04-18T05:02:10+8:00,323-295-0378,5.39,USA,-118.35907,4701 W Slauson Ave,S La Brea Ave,4.4
##########,USD,Shell,Los Angeles,28,CA,90008,33.9883669,Regular,Credit,2022-04-18T05:02:10+8:00,323-293-1750,5.69,USA,-118.35814,4660 W Slauson Ave,S La Brea Ave,4.1
##########,USD,United Oil,Los Angeles,104,CA,90008,33.9882469,Regular,Credit,2022-04-18T05:02:10+8:00,323-296-0433,5.39,USA,-118.35882,4700 W Slauson Ave,S La Brea Ave,4.4
##########,USD,Shell,Los Angeles,34,CA,90008,33.9886816,Regular,Credit,2022-04-18T05:02:10+8:00,323-298-2004,5.89,USA,-118.33127,5805 S Crenshaw Blvd,W Slauson Ave,3.1
##########,USD,Shell,Los Angeles,34,CA,90008,33.9886816,Regular,Cash,2022-04-18T05:02:10+8:00,323-298-2004,5.69,USA,-118.33127,5805 S Crenshaw Blvd,W Slauson Ave,3.1
##########,USD,ARCO,Los Angeles,49,CA,90008,33.9886772,Regular,Credit,2022-04-18T05:02:10+8:00,323-290-2257,5.65,USA,-118.33042,5804 Crenshaw Blvd,W Slauson Ave,3.1
##########,USD,76,Los Angeles,29,CA,90008,33.9873528,Regular,Credit,2022-04-18T05:02:10+8:00,323-295-7601,5.69,USA,-118.36229,4856 W Slauson Ave,S Fairfax Ave,3.8
##########,USD,Chevron,Los Angeles,68,CA,90008,34.0279775,Regular,Credit,2022-04-18T05:02:10+8:00,323-935-9350,5.89,USA,-118.37175,3300 S La Cienega Blvd,Boden St,3.3
##########,USD,Mobil,Los Angeles,23,CA,90008,33.9775589,Regular,Credit,2022-04-18T05:02:11+8:00,310-417-8382,6.09,USA,-118.37084,5215 W Centinela Ave,La Cienega Blvd,3.8
##########,USD,Mobil,Los Angeles,23,CA,90008,33.9775589,Regular,Cash,2022-04-18T05:02:11+8:00,310-417-8382,5.89,USA,-118.37084,5215 W Centinela Ave,La Cienega Blvd,3.8
##########,USD,Mobil,Los Angeles,38,CA,90008,34.0379912,Regular,Credit,2022-04-18T05:02:11+8:00,310-839-7361,5.79,USA,-118.37761,2305 S La Cienega Blvd,Cadillac Ave,3.7
##########,USD,Chevron,Los Angeles,44,CA,90008,34.0385857,Regular,Credit,2022-04-18T05:02:11+8:00,310-836-9942,5.79,USA,-118.37772,2065 S La Cienega Blvd,Cadillac Ave,3.6
##########,USD,Valero,Los Angeles,136,CA,90008,34.0315541,Regular,Credit,2022-04-18T05:02:11+8:00,310-836-6542,5.53,USA,-118.3912,3071 S Robertson Blvd,National Blvd,3.9
##########,USD,Valero,Los Angeles,136,CA,90008,34.0315541,Regular,Cash,2022-04-18T05:02:11+8:00,310-836-6542,5.43,USA,-118.3912,3071 S Robertson Blvd,National Blvd,3.9
##########,USD,Shell,Los Angeles,116,CA,90008,34.0327389,Regular,Credit,2022-04-18T05:02:11+8:00,310-836-1497,5.69,USA,-118.39043,3029 S Robertson Blvd,Kincardine Ave,3.8
##########,USD,Shell,Los Angeles,116,CA,90008,34.0327389,Regular,Cash,2022-04-18T05:02:11+8:00,310-836-1497,5.59,USA,-118.39043,3029 S Robertson Blvd,Kincardine Ave,3.8
##########,USD,Chevron,Los Angeles,27,CA,90008,33.977557,Regular,Credit,2022-04-18T05:02:11+8:00,310-641-7776,6.29,USA,-118.38673,5975 W Centinela Ave,Green Valley Cir,3.9
##########,USD,Shell,Los Angeles,40,CA,90008,33.971146,Regular,Credit,2022-04-18T05:02:11+8:00,310-645-8396,6.35,USA,-118.37837,7360 La Tijera Ave,Osage Ave,4.2
##########,USD,Shell,Los Angeles,40,CA,90008,33.971146,Regular,Cash,2022-04-18T05:02:11+8:00,310-645-8396,6.45,USA,-118.37837,7360 La Tijera Ave,Osage Ave,4.2
##########,USD,ARCO,Los Angeles,104,CA,90008,33.9705568,Regular,Credit,2022-04-18T05:02:12+8:00,310-645-7477,5.59,USA,-118.37898,7370 La Tijera Blvd,W 74th St,3.6
##########,USD,ARCO,Los Angeles,104,CA,90008,33.9705568,Regular,Cash,2022-04-18T05:02:12+8:00,310-645-7477,5.49,USA,-118.37898,7370 La Tijera Blvd,W 74th St,3.6
##########,USD,76,Los Angeles,19,CA,90008,33.9701797,Regular,Credit,2022-04-18T05:02:12+8:00,310-670-3521,5.89,USA,-118.37946,7400 La Tijera Blvd,W 74th St,3.8
##########,USD,76,Los Angeles,19,CA,90008,33.9701797,Regular,Cash,2022-04-18T05:02:12+8:00,310-670-3521,5.74,USA,-118.37946,7400 La Tijera Blvd,W 74th St,3.8
##########,USD,76,Los Angeles,43,CA,90008,34.0512394,Regular,Credit,2022-04-18T05:02:12+8:00,310-854-0118,5.79,USA,-118.37591,1460 S La Cienega Blvd,Saturn St,4
##########,USD,76,Los Angeles,43,CA,90008,34.0512394,Regular,Cash,2022-04-18T05:02:12+8:00,310-854-0118,5.69,USA,-118.37591,1460 S La Cienega Blvd,Saturn St,4
##########,USD,United Oil,Los Angeles,520,CA,90008,34.031532,Regular,Credit,2022-04-18T05:02:12+8:00,310-839-3147,5.43,USA,-118.40012,9815 National Blvd,Castle Heights Ave,4.6
##########,USD,Sinaco Oil,Los Angeles,20,CA,90008,34.030286,Regular,Credit,2022-04-18T05:02:12+8:00,310-204-5176,5.43,USA,-118.40223,9930 National Blvd,I-10,3.2
##########,USD,76,Los Angeles,84,CA,90008,34.0485926,Regular,Credit,2022-04-18T05:02:13+8:00,310-836-7193,5.85,USA,-118.38583,1701 S Robertson Blvd,Airdrome St,3.7
##########,USD,Shell,Los Angeles,111,CA,90008,34.0584371,Regular,Credit,2022-04-18T05:02:13+8:00,323-938-0289,6.99,USA,-118.36406,6101 W Olympic Blvd,Fairfax Ave,1.7
